intersection,road,intersection_key,road_key
ซอยกรุงเทพกรีฑา20,กรุงเทพกรีฑา,ซอยกรุงเทพกรีฑา20,กรุงเทพกรีฑา
เฉลิมพระเกียรติร9ซอย23,เฉลิมพระเกียรติร.9,เฉลิมพระเกียรติร9ซอย23,เฉลิมพระเกียรติร.9
ใกล้พุทธมณฑลสาย3-บรมราชชนนี,พุทธมณฑลสาย3,ใกล้พุทธมณฑลสาย3-บรมราชชนนี,พุทธมณฑลสาย3
ใกล้จุดตัดถ.บางขุนเทียนชายทะเล-สะแกงาม,สะแกงาม,ใกล้จุดตัดถ.บางขุนเทียนชายทะเล-สะแกงาม,สะแกงาม
ปากซอยศิริชัยบางบอน9,พระยามนธาตุราชศรีพิจิตร์,ปากซอยศิริชัยบางบอน9,พระยามนธาตุราชศรีพิจิตร์
อารีย์สัมพันธ์,พระรามที่6,อารีย์สัมพันธ์,พระรามที่6
อารีย์สัมพันธ์,ซอยอารีย์สัมพันธ์,อารีย์สัมพันธ์,ซอยอารีย์สัมพันธ์
วิชัยยุทธ,พระรามที่6,วิชัยยุทธ,พระรามที่6
วิชัยยุทธ,เศรษฐศิริ,วิชัยยุทธ,เศรษฐศิริ
เจริญนครเหนือ,เจริญนคร,เจริญนครเหนือ,เจริญนคร
วงเวียนใหญ่,สมเด็จพระเจ้าตากสิน,วงเวียนใหญ่,สมเด็จพระเจ้าตากสิน
วงเวียนใหญ่,ประชาธิปก,วงเวียนใหญ่,ประชาธิปก
วงเวียนใหญ่,อินทรพิทักษ์,วงเวียนใหญ่,อินทรพิทักษ์
วงเวียนใหญ่,ลาดหญ้า,วงเวียนใหญ่,ลาดหญ้า
หน้าห้างเดอะไนท์,พระราม9,หน้าห้างเดอะไนท์,พระราม9
หน้ารพ.วิภาราม,พัฒนาการ,หน้ารพ.วิภาราม,พัฒนาการ
หน่วยบัญชาการรักษาดินแดง,สนามไชย,หน่วยบัญชาการรักษาดินแดง,สนามไชย
จุดตัดถนนบางระมาด-กาญจนาภิเษก,วัดอินทราวาส,จุดตัดถนนบางระมาด-กาญจนาภิเษก,วัดอินทราวาส
การเรือน,ราชสีมา,การเรือน,ราชสีมา
การเรือน,ราชวิถี,การเรือน,ราชวิถี
ใกล้แยกเพชรเกษม-พุทธมณสาย2,เพชรเกษม,ใกล้แยกเพชรเกษม-พุทธมณสาย2,เพชรเกษม
หน้าโรงรับจำนำย่งฮวดเฮง,เพชรเกษม69,หน้าโรงรับจำนำย่งฮวดเฮง,เพชรเกษม69
ใกล้แยกเพชรเกษม-พุทธมณสาย3,เพชรเกษม,ใกล้แยกเพชรเกษม-พุทธมณสาย3,เพชรเกษม
วงเวียนหลักสี่,พหลโยธิน,วงเวียนหลักสี่,พหลโยธิน
วงเวียนหลักสี่,แจ้งวัฒนะ,วงเวียนหลักสี่,แจ้งวัฒนะ
วงเวียนหลักสี่,รามอินทรา,วงเวียนหลักสี่,รามอินทรา
ราชวงศ์,ราชวงศ์,ราชวงศ์,ราชวงศ์
ราชวงศ์,เยาวราช,ราชวงศ์,เยาวราช
วัดตึก,จักรวรรดิ์,วัดตึก,จักรวรรดิ์
วัดตึก,เยาวราช,วัดตึก,เยาวราช
หน้าคณะนิเทศศาสตร์จุฬาลงกรณ์ฯ,พญาไท,หน้าคณะนิเทศศาสตร์จุฬาลงกรณ์ฯ,พญาไท
หน้าคณะนิเทศศาสตร์จุฬาลงกรณ์ฯ,ทางเข้าคณะนิเทศศาสตร์,หน้าคณะนิเทศศาสตร์จุฬาลงกรณ์ฯ,ทางเข้าคณะนิเทศศาสตร์
สรงประภา-นาวงศ์ประชาพัฒนา,นาวงศ์ประชาพัฒนา,สรงประภา-นาวงศ์ประชาพัฒนา,นาวงศ์ประชาพัฒนา
สรงประภา-นาวงศ์ประชาพัฒนา,สรงประภา,สรงประภา-นาวงศ์ประชาพัฒนา,สรงประภา
ถนนนเรศตัดถนนสุรวงศ์,นเรศ,ถนนนเรศตัดถนนสุรวงศ์,นเรศ
ถนนนเรศตัดถนนสุรวงศ์,สุรวงศ์,ถนนนเรศตัดถนนสุรวงศ์,สุรวงศ์
มเหสักข์,สุรศักดิ์,มเหสักข์,สุรศักดิ์
มเหสักข์,มเหสักข์,มเหสักข์,มเหสักข์
มเหสักข์,สีลม,มเหสักข์,สีลม
จุดกลับรถซอยเทียนทะเล1,เทียนทะเล,จุดกลับรถซอยเทียนทะเล1,เทียนทะเล
จุดกลับรถซอยเทียนทะเล11,เทียนทะเล,จุดกลับรถซอยเทียนทะเล11,เทียนทะเล
ปากซอยกรุงเทพกรีฑา7,กรุงเทพกรีฑา,ปากซอยกรุงเทพกรีฑา7,กรุงเทพกรีฑา
ปากซอยกรุงเทพกรีฑา7,ซอยกรุงเทพกรีฑา7,ปากซอยกรุงเทพกรีฑา7,ซอยกรุงเทพกรีฑา7
ปากซอยกรุงเทพกรีฑา7,ศรีนครินทร์-ร่มเกล้า,ปากซอยกรุงเทพกรีฑา7,ศรีนครินทร์-ร่มเกล้า
โรงพยาบาลบางรัก,ซอยสาทร9,โรงพยาบาลบางรัก,ซอยสาทร9
โรงพยาบาลบางรัก,ซอยสาทร10,โรงพยาบาลบางรัก,ซอยสาทร10
โรงพยาบาลบางรัก,สาทร,โรงพยาบาลบางรัก,สาทร
ใต้ด่วนดินแดง,เลียบใต้ทางด่วน,ใต้ด่วนดินแดง,เลียบใต้ทางด่วน
ใต้ด่วนดินแดง,วิภาวดีรังสิต,ใต้ด่วนดินแดง,วิภาวดีรังสิต
ใต้ด่วนดินแดง,อโศกดินแดง,ใต้ด่วนดินแดง,อโศกดินแดง
เจ้าคุณทหาร-คุ้มเกล้า,คุ้มเกล้า,เจ้าคุณทหาร-คุ้มเกล้า,คุ้มเกล้า
ชิดลม,ชิดลม,ชิดลม,ชิดลม
สังฆสันติสุข,ทหารอากาศอุทิศ,สังฆสันติสุข,ทหารอากาศอุทิศ
สังฆสันติสุข,สังฆสันติสุข,สังฆสันติสุข,สังฆสันติสุข
ทางเข้าโรงแรมโอเรียลเต็ล(ซอยเจริญกรุง40),เจริญกรุง,ทางเข้าโรงแรมโอเรียลเต็ล(ซอยเจริญกรุง40),เจริญกรุง
นราธิวาสฯ-พระราม3,พระราม3,นราธิวาสฯ-พระราม3,พระราม3
นราธิวาสฯ-พระราม3,นราธวาสราชนครินทร์,นราธิวาสฯ-พระราม3,นราธวาสราชนครินทร์
หน้าสำนักงานเขตคลองสามวา,เลียบคลองสอง,หน้าสำนักงานเขตคลองสามวา,เลียบคลองสอง
บัญญาอินทรา-เลียบคลองสอง,ปัญญาอินทรา,บัญญาอินทรา-เลียบคลองสอง,ปัญญาอินทรา
บัญญาอินทรา-เลียบคลองสอง,เลียบคลองสอง,บัญญาอินทรา-เลียบคลองสอง,เลียบคลองสอง
พุทธมณฑลสาย1-วัดอินทราวาส,พุทธมณฑลสาย1,พุทธมณฑลสาย1-วัดอินทราวาส,พุทธมณฑลสาย1
หน้าหมู่บ้านมหาดไทย1,พุทธมณฑลสาย1,หน้าหมู่บ้านมหาดไทย1,พุทธมณฑลสาย1
หน้าโรงเรียนเซนปีเตอร์ธนบุรี,พุทธมณฑลสาย1,หน้าโรงเรียนเซนปีเตอร์ธนบุรี,พุทธมณฑลสาย1
หน้าสมาคมมิตรภาพบางแค,พุทธมณฑลสาย1,หน้าสมาคมมิตรภาพบางแค,พุทธมณฑลสาย1
ใกล้สะพานข้ามคลองบางจาก,พุทธมณฑลสาย1,ใกล้สะพานข้ามคลองบางจาก,พุทธมณฑลสาย1
หน้าสถานทูตสหรัฐอเมริกา,วิทยุ,หน้าสถานทูตสหรัฐอเมริกา,วิทยุ
หน้าสถานฑูตญี่ปุ่น,วิทยุ,หน้าสถานฑูตญี่ปุ่น,วิทยุ
อ่อนนุช17,ซอยอ่อนนุช17,อ่อนนุช17,ซอยอ่อนนุช17
อ่อนนุช17,ซอยอ่อนนุช10,อ่อนนุช17,ซอยอ่อนนุช10
อ่อนนุช17,อ่อนนุช,อ่อนนุช17,อ่อนนุช
หน้าโครงการลุมพินี,สุขุมวิท77,หน้าโครงการลุมพินี,สุขุมวิท77
ประตูนา,ราชดำริ,ประตูนา,ราชดำริ
ประตูนา,ราชปรารภ,ประตูนา,ราชปรารภ
ประตูนา,เพชรบุรี,ประตูนา,เพชรบุรี
หน้าโรงเรียนลำสาลี,กรุงเทพกรีฑา,หน้าโรงเรียนลำสาลี,กรุงเทพกรีฑา
บางขุนเทียน-สะแกงาม,บางขุนเทียน,บางขุนเทียน-สะแกงาม,บางขุนเทียน
บางขุนเทียน-สะแกงาม,สะแกงาม,บางขุนเทียน-สะแกงาม,สะแกงาม
บางขุนเทียนชายทะเล-เทียนทะเล19,บางขุนเทียนชายทะเล,บางขุนเทียนชายทะเล-เทียนทะเล19,บางขุนเทียนชายทะเล
บางขุนเทียนชายทะเล-เทียนทะเล19,ซอยเทียนทะเล19,บางขุนเทียนชายทะเล-เทียนทะเล19,ซอยเทียนทะเล19
ด่วนเพลินจิต,ดวงพิทักษ์,ด่วนเพลินจิต,ดวงพิทักษ์
ด่วนเพลินจิต,ทางขึ้นลงทางด่วน,ด่วนเพลินจิต,ทางขึ้นลงทางด่วน
ด่วนเพลินจิต,เพลินจิต,ด่วนเพลินจิต,เพลินจิต
ด่วนเพลินจิต,สุขุมวิท,ด่วนเพลินจิต,สุขุมวิท
สายน้ำผึ้ง,สูขุมวิท22,สายน้ำผึ้ง,สูขุมวิท22
สายน้ำผึ้ง,สุขุมวิท,สายน้ำผึ้ง,สุขุมวิท
บางขุนเทียนชายทะเล-เทียนทะเล25,บางขุนเทียนชายทะเล,บางขุนเทียนชายทะเล-เทียนทะเล25,บางขุนเทียนชายทะเล
บางขุนเทียนชายทะเล-เทียนทะเล25,ซอยเทียนทะเล25,บางขุนเทียนชายทะเล-เทียนทะเล25,ซอยเทียนทะเล25
บางขุนเทียนชายทะเล-เทียนทะเล30,บางขุนเทียนชายทะเล,บางขุนเทียนชายทะเล-เทียนทะเล30,บางขุนเทียนชายทะเล
บางขุนเทียนชายทะเล-เทียนทะเล30,ซอยเทียนทะเล30,บางขุนเทียนชายทะเล-เทียนทะเล30,ซอยเทียนทะเล30
อโศก,รัชดาภิเษก,อโศก,รัชดาภิเษก
อโศก,อโศก,อโศก,อโศก
อโศก,สุขุมวิท,อโศก,สุขุมวิท
ราชพฤกษ์-วุฒากาศ,วุฒากาศ,ราชพฤกษ์-วุฒากาศ,วุฒากาศ
ราชพฤกษ์-วุฒากาศ,ราชพฤกษ์,ราชพฤกษ์-วุฒากาศ,ราชพฤกษ์
สะพานช้างโรงสี,อัษฎางค์,สะพานช้างโรงสี,อัษฎางค์
สะพานช้างโรงสี,บำรุงเมือง,สะพานช้างโรงสี,บำรุงเมือง
มหาไชย-สำราญราษฎร์,มหาไชย,มหาไชย-สำราญราษฎร์,มหาไชย
เพชรเกษม-พุทธมเณฑลสาย1,พุทธมณฑลสาย1,เพชรเกษม-พุทธมเณฑลสาย1,พุทธมณฑลสาย1
เพชรเกษม-พุทธมเณฑลสาย1,เพชรเกษม,เพชรเกษม-พุทธมเณฑลสาย1,เพชรเกษม
อรุณอัมรินทร์,อรุณอัมรินทร์,อรุณอัมรินทร์,อรุณอัมรินทร์
อรุณอัมรินทร์,สมเด็จพระปิ่นเกล้า,อรุณอัมรินทร์,สมเด็จพระปิ่นเกล้า
ทางข้ามปากซอยพุทธมณฑลสาย3ซอย3และซอย5,พุทธมณฑลสาย3,ทางข้ามปากซอยพุทธมณฑลสาย3ซอย3และซอย5,พุทธมณฑลสาย3
โพธิ์สามต้น,อิสรภาพ,โพธิ์สามต้น,อิสรภาพ
โพธิ์สามต้น,วังเดิม,โพธิ์สามต้น,วังเดิม
ประชาอุทิศ,สุขสวัสดิ,ประชาอุทิศ,สุขสวัสดิ
ปากซอยเสร็ไทย68,เสรีไทย,ปากซอยเสร็ไทย68,เสรีไทย
หน้าสถานเอกอัครฑูตอิหร่าน,ซอยสุขุมวิท49/11,หน้าสถานเอกอัครฑูตอิหร่าน,ซอยสุขุมวิท49/11
หน้าโครงการเมย์แฟร์เพลส,ซอยสุขุมวิท50,หน้าโครงการเมย์แฟร์เพลส,ซอยสุขุมวิท50
เพชรอุทัย-ทางด่วนขั้นที่2,เพชรอุทัย,เพชรอุทัย-ทางด่วนขั้นที่2,เพชรอุทัย
เพชรอุทัย-ทางด่วนขั้นที่2,ทางด่วนขันที2,เพชรอุทัย-ทางด่วนขั้นที่2,ทางด่วนขันที2
เพชรอุทัย-ทางด่วนขั้นที่2,พระราชดำริ,เพชรอุทัย-ทางด่วนขั้นที่2,พระราชดำริ
บรมราชชนนี,จรัญสนิทวงศ์,บรมราชชนนี,จรัญสนิทวงศ์
บรมราชชนนี,บรมราชชนนี,บรมราชชนนี,บรมราชชนนี
บรมราชชนนี,สมเด็จพระปืนเกล่า,บรมราชชนนี,สมเด็จพระปืนเกล่า
สวนหลวง,ศรีนครินทร์,สวนหลวง,ศรีนครินทร์
สวนหลวง,อ่อนนุช,สวนหลวง,อ่อนนุช
คลองประปา,ประชาชื่น,คลองประปา,ประชาชื่น
คลองประปา,เลียบคลองประปา,คลองประปา,เลียบคลองประปา
คลองประปา,แจ้งวัฒนะ,คลองประปา,แจ้งวัฒนะ
สุวินทวงศ์-คุ้มเกล้า,คุ้มเกล้า,สุวินทวงศ์-คุ้มเกล้า,คุ้มเกล้า
สุวินทวงศ์-คุ้มเกล้า,สุวินทวงศ์,สุวินทวงศ์-คุ้มเกล้า,สุวินทวงศ์
หน้าปั้มปตท.ถนนฉลองกรุง,ฉลองกรุง,หน้าปั้มปตท.ถนนฉลองกรุง,ฉลองกรุง
หน้าม.มหานคร,เชื่อมสัมพันธ์,หน้าม.มหานคร,เชื่อมสัมพันธ์
หน้าโรงเรียนสุเหร่าศาลาลอย,พัฒนาการ,หน้าโรงเรียนสุเหร่าศาลาลอย,พัฒนาการ
ใกล้ซอยร่มเกล้า6,ร่มเกล้า,ใกล้ซอยร่มเกล้า6,ร่มเกล้า
ปากซอยรามค่าแหง189,รามคำแหง,ปากซอยรามค่าแหง189,รามคำแหง
ปากซอยประชาร่วมใจ35,ประชาร่วมใจ,ปากซอยประชาร่วมใจ35,ประชาร่วมใจ
ศรีสมาน,เลียบคลองประปา,ศรีสมาน,เลียบคลองประปา
ศรีสมาน,ศรีสมาน,ศรีสมาน,ศรีสมาน
ศรีสมาน,สรงประภา,ศรีสมาน,สรงประภา
ใกล้ปากซอยสรงประภา26,สรงประภา,ใกล้ปากซอยสรงประภา26,สรงประภา
ปากซอยแจ้งวัฒนะ13,แจ้งวัฒนะ,ปากซอยแจ้งวัฒนะ13,แจ้งวัฒนะ
ปากซอยเวชคาม,ประชาชื่น,ปากซอยเวชคาม,ประชาชื่น
ปากซอยฟักสังข์พัฒนา,เลียบคลองประปา,ปากซอยฟักสังข์พัฒนา,เลียบคลองประปา
ปากซอยทรัพย์วัฒนะ,เลียบคลองประปา,ปากซอยทรัพย์วัฒนะ,เลียบคลองประปา
เกษตร,พหลโยธิน,เกษตร,พหลโยธิน
เกษตร,งามวงศ์วาน,เกษตร,งามวงศ์วาน
เกษตร,เกษตรนวมินทร์,เกษตร,เกษตรนวมินทร์
จันทน์-นราธิวาส,นราธิวาสฯ,จันทน์-นราธิวาส,นราธิวาสฯ
อนุสาวรีย์ประชาธิปไตย,ดินสอ,อนุสาวรีย์ประชาธิปไตย,ดินสอ
อนุสาวรีย์ประชาธิปไตย,ราชดำเนินกลาง,อนุสาวรีย์ประชาธิปไตย,ราชดำเนินกลาง
ทุ่งสาธิต,สุขุมวิท,ทุ่งสาธิต,สุขุมวิท
ทุ่งสาธิต,ซอยสุขุมวิท101/1,ทุ่งสาธิต,ซอยสุขุมวิท101/1
ปากชอยราษฎร์อุทิศ52-54,ราษฎร์อุทิศ,ปากชอยราษฎร์อุทิศ52-54,ราษฎร์อุทิศ
สุวินทวงศ์-ราษฎร์อุทิศ,ราษฎร์อุทิศ,สุวินทวงศ์-ราษฎร์อุทิศ,ราษฎร์อุทิศ
สุวินทวงศ์-ราษฎร์อุทิศ,สุวินทวงศ์,สุวินทวงศ์-ราษฎร์อุทิศ,สุวินทวงศ์
นิคมอุตสาหกรรมลาดกระบัง,ฉลองกรุง,นิคมอุตสาหกรรมลาดกระบัง,ฉลองกรุง
นิคมอุตสาหกรรมลาดกระบัง,ซอยฉลองกรุง31,นิคมอุตสาหกรรมลาดกระบัง,ซอยฉลองกรุง31
นิคมอุตสาหกรรมลาดกระบัง,ส่วนบุคคล,นิคมอุตสาหกรรมลาดกระบัง,ส่วนบุคคล
ประเสริฐมนูกิจ-ลาดปลาเค้า,ลาดปลาเค้า,ประเสริฐมนูกิจ-ลาดปลาเค้า,ลาดปลาเค้า
ประเสริฐมนูกิจ-ลาดปลาเค้า,ประเสริฐมนูกิจ,ประเสริฐมนูกิจ-ลาดปลาเค้า,ประเสริฐมนูกิจ
หัวลำโพง,มหาพอฒาราม,หัวลำโพง,มหาพอฒาราม
ทางข้ามทางเข้าโรงเรียนบ้านนายเหรียญ,ทางเข้าโรงเรียนบ้านนายเหรียญ,ทางข้ามทางเข้าโรงเรียนบ้านนายเหรียญ,ทางเข้าโรงเรียนบ้านนายเหรียญ
ทางข้ามทางเข้าโรงเรียนบ้านนายเหรียญ,บางบอน4ซอย14,ทางข้ามทางเข้าโรงเรียนบ้านนายเหรียญ,บางบอน4ซอย14
ห้าแยกลาดพร้าว,วิภาวดีรังสิต,ห้าแยกลาดพร้าว,วิภาวดีรังสิต
ห้าแยกลาดพร้าว,พหลโยธิน,ห้าแยกลาดพร้าว,พหลโยธิน
ปากทางลาดพร้าว,พหลโยธิน,ปากทางลาดพร้าว,พหลโยธิน
ปากทางลาดพร้าว,ลาดพร้าว,ปากทางลาดพร้าว,ลาดพร้าว
เอกมัยใต้,ทางเข้าออกขนส่งเอกมัย,เอกมัยใต้,ทางเข้าออกขนส่งเอกมัย
เอกมัยใต้,ซอยสุขุมวิท63,เอกมัยใต้,ซอยสุขุมวิท63
เอกมัยใต้,สุขุมวิท,เอกมัยใต้,สุขุมวิท
บางกะปิ,สุขาภิบาล1,บางกะปิ,สุขาภิบาล1
บางกะปิ,พ่วงศิริ,บางกะปิ,พ่วงศิริ
บางกะปิ,ลาดพร้าว,บางกะปิ,ลาดพร้าว
บางกะปิ,เสรีไทย,บางกะปิ,เสรีไทย
ศูนย์วิจัยเหนือ,พระราม9ซอย26,ศูนย์วิจัยเหนือ,พระราม9ซอย26
ศูนย์วิจัยเหนือ,พระราม9ชอย17,ศูนย์วิจัยเหนือ,พระราม9ชอย17
ศูนย์วิจัยเหนือ,ถนนพระราม9,ศูนย์วิจัยเหนือ,ถนนพระราม9
หน้าวัดมังกรกมลาวาส,เจริญกรุง,หน้าวัดมังกรกมลาวาส,เจริญกรุง
เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1ซอย12,เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1ซอย12
เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1,เสนานิคม1-เสนานิคม1ซอย12,เสนานิคม1
เพชรเกษม-ราชพฤกษ์,ราชพฤกษ์,เพชรเกษม-ราชพฤกษ์,ราชพฤกษ์
เพชรเกษม-ราชพฤกษ์,เพชรเกษม,เพชรเกษม-ราชพฤกษ์,เพชรเกษม
ศรีนครินทร์45,ศรีนครินทร์,ศรีนครินทร์45,ศรีนครินทร์
ศรีนครินทร์55,ศรีนครินทร์,ศรีนครินทร์55,ศรีนครินทร์
ศรีนครินทร์55,ซอยศรีนครินทร์55,ศรีนครินทร์55,ซอยศรีนครินทร์55
หน้าโรงเรียนสารสาสน์วิเทศน์นิมิตใหม่,นิมิตใหม่,หน้าโรงเรียนสารสาสน์วิเทศน์นิมิตใหม่,นิมิตใหม่
สุวินทวงศ์-นิมิตใหม่,นิมิตใหม่,สุวินทวงศ์-นิมิตใหม่,นิมิตใหม่
สุวินทวงศ์-นิมิตใหม่,สุวินทวงศ์,สุวินทวงศ์-นิมิตใหม่,สุวินทวงศ์
ปากซอยเจริญราษฎร์3,ศส6เจรญราษฎร,ปากซอยเจริญราษฎร์3,ศส6เจรญราษฎร
หน้าชุมชนบ้านแบบ,เจริญราษฎร์,หน้าชุมชนบ้านแบบ,เจริญราษฎร์
หน้าถนนศรีเวียง(ช่วงใต้ทางด่วนศรีรัช),จรูญเวียง,หน้าถนนศรีเวียง(ช่วงใต้ทางด่วนศรีรัช),จรูญเวียง
รัชดา-ลาดพร้าว,รัชดาภิเษก,รัชดา-ลาดพร้าว,รัชดาภิเษก
รัชดา-ลาดพร้าว,ลาดพราว,รัชดา-ลาดพร้าว,ลาดพราว
ประชาอุทิศ-เลียบด่วนกาญจนาภิเษก,ประชาอุทิศ,ประชาอุทิศ-เลียบด่วนกาญจนาภิเษก,ประชาอุทิศ
ประชาอุทิศ-เลียบด่วนกาญจนาภิเษก,เลียบด่วนกาญจนาภิเษก,ประชาอุทิศ-เลียบด่วนกาญจนาภิเษก,เลียบด่วนกาญจนาภิเษก
ประชาอุทิศ-เลียบด่วนกาญจนาภิเษก,ซอยประชาอุทิศ99,ประชาอุทิศ-เลียบด่วนกาญจนาภิเษก,ซอยประชาอุทิศ99
หมู่บ้านเศรษฐกิจ,ทางเขาหมู่บ้านเศรษฐกิจ,หมู่บ้านเศรษฐกิจ,ทางเขาหมู่บ้านเศรษฐกิจ
หน้าสถานเอกอัครราชทูตฟิลิปปินส์,สุขุมวิท,หน้าสถานเอกอัครราชทูตฟิลิปปินส์,สุขุมวิท
สามเหลียมดินแดง,ราชปรารภ,สามเหลียมดินแดง,ราชปรารภ
สามเหลียมดินแดง,ซอยอรรถวิมล,สามเหลียมดินแดง,ซอยอรรถวิมล
สามเหลียมดินแดง,ราชวิถี,สามเหลียมดินแดง,ราชวิถี
สามเหลียมดินแดง,ดินแดง,สามเหลียมดินแดง,ดินแดง
กำแพงเพชร,ซอยพหลโยธิน18,กำแพงเพชร,ซอยพหลโยธิน18
ด่วนเกษมราษฎร์,เกษมราษฎร์,ด่วนเกษมราษฎร์,เกษมราษฎร์
ด่วนเกษมราษฎร์,ทางขึ้นลงทางด่วน,ด่วนเกษมราษฎร์,ทางขึ้นลงทางด่วน
ซอยหัวหมาก21และ23,หัวหมาก,ซอยหัวหมาก21และ23,หัวหมาก
ซอยหัวหมาก25,หัวหมาก,ซอยหัวหมาก25,หัวหมาก
ทองหล่อ,ซอยสุขุมวิท55(ทองหล่อ),ทองหล่อ,ซอยสุขุมวิท55(ทองหล่อ)
ซอยทองหล่อ3,ทองหล่อ,ซอยทองหล่อ3,ทองหล่อ
ซอยทองหล่อ13,ทองหล่อ,ซอยทองหล่อ13,ทองหล่อ
เพชรบุรี-ทองหล่อ,ทองหล่อ,เพชรบุรี-ทองหล่อ,ทองหล่อ
เพชรบุรี-ทองหล่อ,เพชรบุรี,เพชรบุรี-ทองหล่อ,เพชรบุรี
ซอยทองหล่อ23,ทองหล่อ,ซอยทองหล่อ23,ทองหล่อ
ซอยทองหล่อ25,ทองหล่อ,ซอยทองหล่อ25,ทองหล่อ
อนุสาวรีย์ประชาธิปไตย,ราชดำนินกลาง,อนุสาวรีย์ประชาธิปไตย,ราชดำนินกลาง
ประชาราษฎร์บำเพ็ญ,ประชาอุทิศ,ประชาราษฎร์บำเพ็ญ,ประชาอุทิศ
ประชาราษฎร์บำเพ็ญ,ประชาราษฎร์บำเพ็ญ,ประชาราษฎร์บำเพ็ญ,ประชาราษฎร์บำเพ็ญ
หน้าหอประชุมกองทัพอากาศ,พหลโยธิน,หน้าหอประชุมกองทัพอากาศ,พหลโยธิน
หน้ากองบัญชาการกองทัพอากาศ,พหลโยธิน,หน้ากองบัญชาการกองทัพอากาศ,พหลโยธิน
หน้าคณะแพทย์ศาสตร์วชิระพยาบาล,สามเสน,หน้าคณะแพทย์ศาสตร์วชิระพยาบาล,สามเสน
รัชดาภิเษก,ซอย20มิถุนา,รัชดาภิเษก,ซอย20มิถุนา
รัชดาภิเษก,ซอยรัชดาภิเษก18,รัชดาภิเษก,ซอยรัชดาภิเษก18
รัชดาภิเษก,ประชาราษฎร์บำเพ็ญ,รัชดาภิเษก,ประชาราษฎร์บำเพ็ญ
ปากซอยสุขสวัสดิ์33/1,สุขสวัสดิ์,ปากซอยสุขสวัสดิ์33/1,สุขสวัสดิ์
วัดสน,ซอยสุขสวัสดิ35,วัดสน,ซอยสุขสวัสดิ35
ปากซอยลาดกระบัง3/2,ซอยลาดกระบัง3/2,ปากซอยลาดกระบัง3/2,ซอยลาดกระบัง3/2
ปากซอยลาดกระบัง3/2,ลาดกระบัง,ปากซอยลาดกระบัง3/2,ลาดกระบัง
ลาดกระบัง-ร่มเกล้า,ร่มเกล้า,ลาดกระบัง-ร่มเกล้า,ร่มเกล้า
ลาดกระบัง-ร่มเกล้า,ลาดกระบัง,ลาดกระบัง-ร่มเกล้า,ลาดกระบัง
ปากซอยลาดพร้าว15,ซอยลาดพร้าว15,ปากซอยลาดพร้าว15,ซอยลาดพร้าว15
ปากซอยลาดพร้าว15,ลาดพร้าว,ปากซอยลาดพร้าว15,ลาดพร้าว
พระรามที่3-รัชดาภิเษก,รัชดาภิเษก,พระรามที่3-รัชดาภิเษก,รัชดาภิเษก
พระรามที่3-รัชดาภิเษก,พระรามที่3,พระรามที่3-รัชดาภิเษก,พระรามที่3
หน้าโครงการSUNNYMARKET,สุขุมวิท105,หน้าโครงการSUNNYMARKET,สุขุมวิท105
แบริ่ง,สุขุมวิท,แบริ่ง,สุขุมวิท
แบริ่ง,ซอยสุขุมวิท107,แบริ่ง,ซอยสุขุมวิท107
ปากซอยอ่อนนุช74/3,อ่อนนุช,ปากซอยอ่อนนุช74/3,อ่อนนุช
อ่อนนุช86,ซอยอ่อนนุช86,อ่อนนุช86,ซอยอ่อนนุช86
อ่อนนุช86,อ่อนนุช,อ่อนนุช86,อ่อนนุช
เฉลิมกรุง,ตรีเพชร,เฉลิมกรุง,ตรีเพชร
เฉลิมกรุง,ตีทอง,เฉลิมกรุง,ตีทอง
เฉลิมกรุง,เจริญกรุง,เฉลิมกรุง,เจริญกรุง
มหานคร,มหานคร,มหานคร,มหานคร
มหานคร,จารุเมือง,มหานคร,จารุเมือง
มหานคร,พระรามที่4,มหานคร,พระรามที่4
หน้าซอยพหลโยธิน50แยก11-15-2,เทพรักษ์,หน้าซอยพหลโยธิน50แยก11-15-2,เทพรักษ์
สาทรคอนแวนต์,ซอยคอนแวนต์,สาทรคอนแวนต์,ซอยคอนแวนต์
สาทรคอนแวนต์,สาทร,สาทรคอนแวนต์,สาทร
สาทร-ประมวล,ประมวล,สาทร-ประมวล,ประมวล
สาทร-ประมวล,สาทร,สาทร-ประมวล,สาทร
ประชาราษฎร์,ประชาราษฎร์สาย1,ประชาราษฎร์,ประชาราษฎร์สาย1
ประชาราษฎร์,วงศ์สวาง,ประชาราษฎร์,วงศ์สวาง
วัดประชา,ซอยวัดประชาระบือธรรม,วัดประชา,ซอยวัดประชาระบือธรรม
เอกมัยเหนือ(A432),เอกมัย,เอกมัยเหนือ(A432),เอกมัย
เอกมัยเหนือ(A432),เพชรบุรี,เอกมัยเหนือ(A432),เพชรบุรี
เอกมัยเหนือ(B433),เอกมัย,เอกมัยเหนือ(B433),เอกมัย
เอกมัยเหนือ(B433),เพชรบุรี,เอกมัยเหนือ(B433),เพชรบุรี
ผ่านฟ้า,บริพัตร,ผ่านฟ้า,บริพัตร
ผ่านฟ้า,ราชดำเนินนอก,ผ่านฟ้า,ราชดำเนินนอก
ผ่านฟ้า,ราชดำเนินกลาง,ผ่านฟ้า,ราชดำเนินกลาง
