intersection,road,intersection_key,road_key
อโศกเพชร,อโศก,อโศกเพชร,อโศก
อโศกเพชร,เพชรบุรี,อโศกเพชร,เพชรบุรี
ซอยกรุงเทพกรีฑา 20,ซอยกรุงเทพกรีฑา 20,ซอยกรุงเทพกรีฑา 20,ซอยกรุงเทพกรีฑา 20
ซอยกรุงเทพกรีฑา 20,ซอยกรุงเทพกรีฑา 37,ซอยกรุงเทพกรีฑา 20,ซอยกรุงเทพกรีฑา 37
ซอยกรุงเทพกรีฑา 20,กรุงเทพกรีฑา,ซอยกรุงเทพกรีฑา 20,กรุงเทพกรีฑา
เฉลิมพระเกียรติร 9ซอย 23,เฉลิมพระเกียรติ ร.9,เฉลิมพระเกียรติร 9ซอย 23,เฉลิมพระเกียรติ ร.9
ใกล้พุทธมณฑลสาย 3 - บรมราชชนนี,พุทธมณฑลสาย 3,ใกล้พุทธมณฑลสาย 3 - บรมราชชนนี,พุทธมณฑลสาย 3
ใกล้จุดตัด ถ.บางขุนเทียนชายทะเล - สะแกงาม,สะแกงาม,ใกล้จุดตัด ถ.บางขุนเทียนชายทะเล - สะแกงาม,สะแกงาม
ปากซอยศิริชัยบางบอน9,พระยามนธาตุราชศรีพิจิตร์,ปากซอยศิริชัยบางบอน9,พระยามนธาตุราชศรีพิจิตร์
อารีย์สัมพันธ์,พระรามที่ 6,อารีย์สัมพันธ์,พระรามที่ 6
อารีย์สัมพันธ์,ซอยอารีย์สัมพันธ์,อารีย์สัมพันธ์,ซอยอารีย์สัมพันธ์
วิชัยยุทธ,พระรามที่ 6,วิชัยยุทธ,พระรามที่ 6
วิชัยยุทธ,เศรษฐศิริ,วิชัยยุทธ,เศรษฐศิริ
เจริญนครเหนือ,เจริญนคร,เจริญนครเหนือ,เจริญนคร
วงเวียนใหญ่,สมเด็จพระเจ้าตากสิน,วงเวียนใหญ่,สมเด็จพระเจ้าตากสิน
วงเวียนใหญ่,ประชาธิปก,วงเวียนใหญ่,ประชาธิปก
วงเวียนใหญ่,อินทรพิทักษ์,วงเวียนใหญ่,อินทรพิทักษ์
วงเวียนใหญ่,ลาดหญ้า,วงเวียนใหญ่,ลาดหญ้า
หน้าห้างเดอะไนท์,พระราม 9,หน้าห้างเดอะไนท์,พระราม 9
หน้า รพ.วิภาราม,พัฒนาการ,หน้า รพ.วิภาราม,พัฒนาการ
ใกล้วัดโพธิ์,ท้ายวง,ใกล้วัดโพธิ์,ท้ายวง
หน้ากรมแผนที่ทหาร,กัลยาณไมตรี,หน้ากรมแผนที่ทหาร,กัลยาณไมตรี
หน่วยบัญชาการรักษาดินแดง,สนามไชย,หน่วยบัญชาการรักษาดินแดง,สนามไชย
จุดตัดถนนบางระมาด - กาญจนาภิเษก,วัดอินทราวาส,จุดตัดถนนบางระมาด - กาญจนาภิเษก,วัดอินทราวาส
การเรือน,ราชสีมา,การเรือน,ราชสีมา
การเรือน,ราชวิถี,การเรือน,ราชวิถี
ใกล้แยกเพชรเกษม-พุทธมณสาย2,เพชรเกษม,ใกล้แยกเพชรเกษม-พุทธมณสาย2,เพชรเกษม
หน้าโรงรับจำนำย่งฮวดเฮง,เพชรเกษม 69,หน้าโรงรับจำนำย่งฮวดเฮง,เพชรเกษม 69
ใกล้แยกเพชรเกษม - พุทธมณสาย 3,เพชรเกษม,ใกล้แยกเพชรเกษม - พุทธมณสาย 3,เพชรเกษม
วงเวียนหลักสี่,พหลโยธิน,วงเวียนหลักสี่,พหลโยธิน
วงเวียนหลักสี่,แจ้งวัฒนะ,วงเวียนหลักสี่,แจ้งวัฒนะ
วงเวียนหลักสี่,รามอินทรา,วงเวียนหลักสี่,รามอินทรา
ราชวงศ์,ราชวงศ์,ราชวงศ์,ราชวงศ์
ราชวงศ์,เยาวราช,ราชวงศ์,เยาวราช
วัดตึก,จักรวรรดิ์,วัดตึก,จักรวรรดิ์
วัดตึก,เยาวราช,วัดตึก,เยาวราช
หน้าคณะนิเทศศาสตร์ จุฬาลงกรณ์ฯ,พญาไท,หน้าคณะนิเทศศาสตร์ จุฬาลงกรณ์ฯ,พญาไท
หน้าคณะนิเทศศาสตร์ จุฬาลงกรณ์ฯ,ทางเข้าคณะนิเทศศาสตร์,หน้าคณะนิเทศศาสตร์ จุฬาลงกรณ์ฯ,ทางเข้าคณะนิเทศศาสตร์
สรงประภา - นาวงศ์ประชาพัฒนา,นาวงศ์ประชาพัฒนา,สรงประภา - นาวงศ์ประชาพัฒนา,นาวงศ์ประชาพัฒนา
สรงประภา - นาวงศ์ประชาพัฒนา,สรงประภา,สรงประภา - นาวงศ์ประชาพัฒนา,สรงประภา
ถนนนเรศตัดถนนสุรวงศ์,นเรศ,ถนนนเรศตัดถนนสุรวงศ์,นเรศ
ถนนนเรศตัดถนนสุรวงศ์,สุรวงศ์,ถนนนเรศตัดถนนสุรวงศ์,สุรวงศ์
มเหสักข์,สุรศักดิ์,มเหสักข์,สุรศักดิ์
มเหสักข์,มเหสักข์,มเหสักข์,มเหสักข์
มเหสักข์,สีลม,มเหสักข์,สีลม
จุดกลับรถซอยเทียนทะเล 1,เทียนทะเล,จุดกลับรถซอยเทียนทะเล 1,เทียนทะเล
จุดกลับรถซอยเทียนทะเล 11,เทียนทะเล,จุดกลับรถซอยเทียนทะเล 11,เทียนทะเล
ปากซอยกรุงเทพกรีฑา 7,กรุงเทพกรีฑา,ปากซอยกรุงเทพกรีฑา 7,กรุงเทพกรีฑา
ปากซอยกรุงเทพกรีฑา 7,ซอยกรุงเทพกรีฑา 7,ปากซอยกรุงเทพกรีฑา 7,ซอยกรุงเทพกรีฑา 7
ปากซอยกรุงเทพกรีฑา 7,ศรีนครินทร์ - ร่มเกล้า,ปากซอยกรุงเทพกรีฑา 7,ศรีนครินทร์ - ร่มเกล้า
โรงพยาบาลบางรัก,ซอยสาทร 9,โรงพยาบาลบางรัก,ซอยสาทร 9
โรงพยาบาลบางรัก,ซอยสาทร 10,โรงพยาบาลบางรัก,ซอยสาทร 10
โรงพยาบาลบางรัก,สาทร,โรงพยาบาลบางรัก,สาทร
ใต้ด่วนดินแดง,เลียบไต้ทางด่วน,ใต้ด่วนดินแดง,เลียบไต้ทางด่วน
ใต้ด่วนดินแดง,วิภาวดีรังสิต,ใต้ด่วนดินแดง,วิภาวดีรังสิต
ใต้ด่วนดินแดง,อโศกดินแดง,ใต้ด่วนดินแดง,อโศกดินแดง
เจ้าคุณทหาร - คุ้มเกล้า,คุ้มเกล้า,เจ้าคุณทหาร - คุ้มเกล้า,คุ้มเกล้า
ชิดลม,ชิดลม,ชิดลม,ชิดลม
สังฆสันติสุข,ทหารอากาศอุทิศ,สังฆสันติสุข,ทหารอากาศอุทิศ
สังฆสันติสุข,สังฆสันติสุข,สังฆสันติสุข,สังฆสันติสุข
ทางเข้าโรงแรมโอเรียลเต็ล (ซอยเจริญกรุง40),เจริญกรุง,ทางเข้าโรงแรมโอเรียลเต็ล (ซอยเจริญกรุง40),เจริญกรุง
สุขุมวิท11,ซอยสุขุมวิท 11,สุขุมวิท11,ซอยสุขุมวิท 11
เกษมราษฎร์,ซอยอารีย์,เกษมราษฎร์,ซอยอารีย์
สารสิน -วิทยุ,วิทยุ,สารสิน -วิทยุ,วิทยุ
สารสิน -วิทยุ,สารสิน,สารสิน -วิทยุ,สารสิน
สารสิน -วิทยุ,ซอยร่วมฤดี,สารสิน -วิทยุ,ซอยร่วมฤดี
นราธิวาส ฯ - พระราม 3,พระราม 3,นราธิวาส ฯ - พระราม 3,พระราม 3
นราธิวาส ฯ - พระราม 3,นราธวาสราชนครินทร์,นราธิวาส ฯ - พระราม 3,นราธวาสราชนครินทร์
หน้าสำนักงานเขตคลองสามวา,เลียบคลองสอง,หน้าสำนักงานเขตคลองสามวา,เลียบคลองสอง
บัญญาอินทรา - เลียบคลองสอง,ปัญญาอินทรา,บัญญาอินทรา - เลียบคลองสอง,ปัญญาอินทรา
บัญญาอินทรา - เลียบคลองสอง,เลียบคลองสอง,บัญญาอินทรา - เลียบคลองสอง,เลียบคลองสอง
พุทธมณฑลสาย 1 -วัดอินทราวาส,พุทธมณฑลสาย 1,พุทธมณฑลสาย 1 -วัดอินทราวาส,พุทธมณฑลสาย 1
หน้าหมู่บ้านมหาดไทย 1,พุทธมณฑลสาย 1,หน้าหมู่บ้านมหาดไทย 1,พุทธมณฑลสาย 1
หน้าโรงเรียนเซนปีเตอร์ ธนบุรี,พุทธมณฑลสาย 1,หน้าโรงเรียนเซนปีเตอร์ ธนบุรี,พุทธมณฑลสาย 1
หน้าสมาคมมิตรภาพบางแค,พุทธมณฑลสาย 1,หน้าสมาคมมิตรภาพบางแค,พุทธมณฑลสาย 1
ใกล้สะพานข้ามคลองบางจาก,พุทธมณฑลสาย 1,ใกล้สะพานข้ามคลองบางจาก,พุทธมณฑลสาย 1
หน้าสถานทูตสหรัฐอเมริกา,วิทยุ,หน้าสถานทูตสหรัฐอเมริกา,วิทยุ
หน้าสถานฑูตญี่ปุ่น,วิทยุ,หน้าสถานฑูตญี่ปุ่น,วิทยุ
อ่อนนุช 17,ซอยอ่อนนุช 17,อ่อนนุช 17,ซอยอ่อนนุช 17
อ่อนนุช 17,ซอยอ่อนนุช 10,อ่อนนุช 17,ซอยอ่อนนุช 10
อ่อนนุช 17,อ่อนนุช,อ่อนนุช 17,อ่อนนุช
หน้าโครงการลุมพินี,สุขุมวิท 77,หน้าโครงการลุมพินี,สุขุมวิท 77
ประตูนา,ราชดำริ,ประตูนา,ราชดำริ
ประตูนา,ราชปรารภ,ประตูนา,ราชปรารภ
ประตูนา,เพชรบุรี,ประตูนา,เพชรบุรี
หน้าโรงเรียนลำสาลี,กรุงเทพกรีฑา,หน้าโรงเรียนลำสาลี,กรุงเทพกรีฑา
บางขุนเทียน- สะแกงาม,บางขุนเทียน,บางขุนเทียน- สะแกงาม,บางขุนเทียน
บางขุนเทียน- สะแกงาม,สะแกงาม,บางขุนเทียน- สะแกงาม,สะแกงาม
บางขุนเทียนชายทะเล - เทียนทะเล 19,บางขุนเทียนชายทะเล,บางขุนเทียนชายทะเล - เทียนทะเล 19,บางขุนเทียนชายทะเล
บางขุนเทียนชายทะเล - เทียนทะเล 19,ซอยเทียนทะเล 19,บางขุนเทียนชายทะเล - เทียนทะเล 19,ซอยเทียนทะเล 19
ด่วนเพลินจิต,ดวงพิทักษ์,ด่วนเพลินจิต,ดวงพิทักษ์
ด่วนเพลินจิต,ทางขึ้น - ลง ทางด่วน,ด่วนเพลินจิต,ทางขึ้น - ลง ทางด่วน
ด่วนเพลินจิต,เพลินจิต,ด่วนเพลินจิต,เพลินจิต
ด่วนเพลินจิต,สุขุมวิท,ด่วนเพลินจิต,สุขุมวิท
สายน้ำผึ้ง,สูขุมวิท 22,สายน้ำผึ้ง,สูขุมวิท 22
สายน้ำผึ้ง,สุขุมวิท,สายน้ำผึ้ง,สุขุมวิท
สีลม -นราธิวาส,นราธิวาสราชนครินทร์,สีลม -นราธิวาส,นราธิวาสราชนครินทร์
สีลม -นราธิวาส,สีลม,สีลม -นราธิวาส,สีลม
บางขุนเทียนชายทะเล - เทียนทะเล 25,บางขุนเทียนชายทะเล,บางขุนเทียนชายทะเล - เทียนทะเล 25,บางขุนเทียนชายทะเล
บางขุนเทียนชายทะเล - เทียนทะเล 25,ซอยเทียนทะเล 25,บางขุนเทียนชายทะเล - เทียนทะเล 25,ซอยเทียนทะเล 25
บางขุนเทียนชายทะเล - เทียนทะเล 30,บางขุนเทียนชายทะเล,บางขุนเทียนชายทะเล - เทียนทะเล 30,บางขุนเทียนชายทะเล
บางขุนเทียนชายทะเล - เทียนทะเล 30,ซอยเทียนทะเล 30,บางขุนเทียนชายทะเล - เทียนทะเล 30,ซอยเทียนทะเล 30
อโศก,รัชดาภิเษก,อโศก,รัชดาภิเษก
อโศก,อโศก,อโศก,อโศก
อโศก,สุขุมวิท,อโศก,สุขุมวิท
ใต้ด่วนพระราม4,เชื้อเพลง,ใต้ด่วนพระราม4,เชื้อเพลง
ใต้ด่วนพระราม4,เชื้อเพลิง,ใต้ด่วนพระราม4,เชื้อเพลิง
ใต้ด่วนพระราม4,ทางด่วน,ใต้ด่วนพระราม4,ทางด่วน
ใต้ด่วนพระราม4,พระรามที่ 4,ใต้ด่วนพระราม4,พระรามที่ 4
ราชพฤกษ์- วุฒากาศ,วุฒากาศ,ราชพฤกษ์- วุฒากาศ,วุฒากาศ
ราชพฤกษ์- วุฒากาศ,ราชพฤกษ์,ราชพฤกษ์- วุฒากาศ,ราชพฤกษ์
สะพานช้างโรงสี,อัษฎางค์,สะพานช้างโรงสี,อัษฎางค์
สะพานช้างโรงสี,บำรุงเมือง,สะพานช้างโรงสี,บำรุงเมือง
มหาไชย - สำราญราษฎร์,มหาไชย,มหาไชย - สำราญราษฎร์,มหาไชย
เพชรเกษม -พุทธมเณฑลสาย 1,พุทธมณฑลสาย 1,เพชรเกษม -พุทธมเณฑลสาย 1,พุทธมณฑลสาย 1
เพชรเกษม -พุทธมเณฑลสาย 1,เพชเกษม,เพชรเกษม -พุทธมเณฑลสาย 1,เพชเกษม
อรุณอัมรินทร์,อรุณอัมรินทร์,อรุณอัมรินทร์,อรุณอัมรินทร์
อรุณอัมรินทร์,สมเด็จพระปิ่นเกล้า,อรุณอัมรินทร์,สมเด็จพระปิ่นเกล้า
ทางข้ามปากซอยพุทธมณฑลสาย 3 ซอย 3และซอย 5,พุทธมณฑลสาย 3,ทางข้ามปากซอยพุทธมณฑลสาย 3 ซอย 3และซอย 5,พุทธมณฑลสาย 3
โพธิ์สามต้น,อิสรภาพ,โพธิ์สามต้น,อิสรภาพ
โพธิ์สามต้น,วังเดิม,โพธิ์สามต้น,วังเดิม
ประชาอุทิศ,สุขสวัสดิ,ประชาอุทิศ,สุขสวัสดิ
ปากซอยเสร็ไทย 68,เสรีไทย,ปากซอยเสร็ไทย 68,เสรีไทย
หน้าสถานเอกอัครฑูตอิหร่าน,ซอยสุขุมวิท49/11,หน้าสถานเอกอัครฑูตอิหร่าน,ซอยสุขุมวิท49/11
หน้าโครงการเมย์แฟร์ เพลส,ซอยสุขุมวิท 50,หน้าโครงการเมย์แฟร์ เพลส,ซอยสุขุมวิท 50
เพชรอุทัย -ทางด่วนขั้นที่2,เพชรอุทัย,เพชรอุทัย -ทางด่วนขั้นที่2,เพชรอุทัย
เพชรอุทัย -ทางด่วนขั้นที่2,ทางด่วนขันที 2,เพชรอุทัย -ทางด่วนขั้นที่2,ทางด่วนขันที 2
เพชรอุทัย -ทางด่วนขั้นที่2,พระราชดำริ,เพชรอุทัย -ทางด่วนขั้นที่2,พระราชดำริ
บรมราชชนนี,จรัญสนิทวงศ์,บรมราชชนนี,จรัญสนิทวงศ์
บรมราชชนนี,บรมราชชนนี,บรมราชชนนี,บรมราชชนนี
บรมราชชนนี,สมเด็จพระปืนเกล่า,บรมราชชนนี,สมเด็จพระปืนเกล่า
สวนหลวง,ศรีนครินทร์,สวนหลวง,ศรีนครินทร์
สวนหลวง,อ่อนนุช,สวนหลวง,อ่อนนุช
คลองประปา,ประชาชื่น,คลองประปา,ประชาชื่น
คลองประปา,เลียบคลองประปา,คลองประปา,เลียบคลองประปา
คลองประปา,แจ้งวัฒนะ,คลองประปา,แจ้งวัฒนะ
สุวินทวงศ์ -คุ้มเกล้า,คุ้มเกล้า,สุวินทวงศ์ -คุ้มเกล้า,คุ้มเกล้า
สุวินทวงศ์ -คุ้มเกล้า,สุวินทวงศ์,สุวินทวงศ์ -คุ้มเกล้า,สุวินทวงศ์
หน้าปั้มปตท.ถนนฉลองกรุง,ฉลองกรุง,หน้าปั้มปตท.ถนนฉลองกรุง,ฉลองกรุง
หน้า ม.มหานคร,เชื่อมสัมพันธ์,หน้า ม.มหานคร,เชื่อมสัมพันธ์
หน้าโรงเรียนสุเหร่าศาลาลอย,พัฒนาการ,หน้าโรงเรียนสุเหร่าศาลาลอย,พัฒนาการ
ใกล้ซอยร่มเกล้า 6,ร่มเกล้า,ใกล้ซอยร่มเกล้า 6,ร่มเกล้า
ปากซอยรามค่าแหง 189,รามคำแหง,ปากซอยรามค่าแหง 189,รามคำแหง
ปากซอยประชาร่วมใจ 35,ประชาร่วมใจ,ปากซอยประชาร่วมใจ 35,ประชาร่วมใจ
ศรีสมาน,เลียบคลองประปา,ศรีสมาน,เลียบคลองประปา
ศรีสมาน,ศรีสมาน,ศรีสมาน,ศรีสมาน
ศรีสมาน,สรงประภา,ศรีสมาน,สรงประภา
ใกล้ปากซอยสรงประภา 26,สรงประภา,ใกล้ปากซอยสรงประภา 26,สรงประภา
ปากซอยแจ้งวัฒนะ 13,แจ้งวัฒนะ,ปากซอยแจ้งวัฒนะ 13,แจ้งวัฒนะ
ปากซอยเวชคาม,ประชาชื่น,ปากซอยเวชคาม,ประชาชื่น
ปากซอยฟักสังข์พัฒนา,เลียบคลองประปา,ปากซอยฟักสังข์พัฒนา,เลียบคลองประปา
ปากซอยทรัพย์วัฒนะ,เลียบคลองประปา,ปากซอยทรัพย์วัฒนะ,เลียบคลองประปา
เกษตร,พหลโยธิน,เกษตร,พหลโยธิน
เกษตร,งามวงศ์วาน,เกษตร,งามวงศ์วาน
เกษตร,เกษตรนวมินทร์,เกษตร,เกษตรนวมินทร์
จันทน์ - นราธิวาส,นราธิวาสฯ,จันทน์ - นราธิวาส,นราธิวาสฯ
จันทน์ - นราธิวาส,จันทน์,จันทน์ - นราธิวาส,จันทน์
อนุสาวรีย์ประชาธิปไตย,ดินสอ,อนุสาวรีย์ประชาธิปไตย,ดินสอ
อนุสาวรีย์ประชาธิปไตย,ราชดำเนินกลาง,อนุสาวรีย์ประชาธิปไตย,ราชดำเนินกลาง
ทุ่งสาธิต,สุขุมวิท,ทุ่งสาธิต,สุขุมวิท
ทุ่งสาธิต,ซอยสุขุมวิท 101/1,ทุ่งสาธิต,ซอยสุขุมวิท 101/1
ปากชอยราษฎร์อุทิศ52- 54,ราษฎร์อุทิศ,ปากชอยราษฎร์อุทิศ52- 54,ราษฎร์อุทิศ
สุวินทวงศ์ - ราษฎร์อุทิศ,ราษฎร์อุทิศ,สุวินทวงศ์ - ราษฎร์อุทิศ,ราษฎร์อุทิศ
สุวินทวงศ์ - ราษฎร์อุทิศ,สุวินทวงศ์,สุวินทวงศ์ - ราษฎร์อุทิศ,สุวินทวงศ์
นิคมอุตสาหกรรมลาดกระบัง,ฉลองกรุง,นิคมอุตสาหกรรมลาดกระบัง,ฉลองกรุง
นิคมอุตสาหกรรมลาดกระบัง,ซอยฉลองกรุง 31,นิคมอุตสาหกรรมลาดกระบัง,ซอยฉลองกรุง 31
นิคมอุตสาหกรรมลาดกระบัง,ส่วนบุคคล,นิคมอุตสาหกรรมลาดกระบัง,ส่วนบุคคล
ประเสริฐมนูกิจ - ลาดปลาเค้า,ลาดปลาเค้า,ประเสริฐมนูกิจ - ลาดปลาเค้า,ลาดปลาเค้า
ประเสริฐมนูกิจ - ลาดปลาเค้า,ประเสริฐมนูกิจ,ประเสริฐมนูกิจ - ลาดปลาเค้า,ประเสริฐมนูกิจ
เกตุนุช,ซอยลาดพร้าว 64,เกตุนุช,ซอยลาดพร้าว 64
หัวลำโพง,มหาพอฒาราม,หัวลำโพง,มหาพอฒาราม
ทางข้ามทางเข้าโรงเรียนบ้านนายเหรียญ,ทางเข้าโรงเรียนบ้านนายเหรียญ,ทางข้ามทางเข้าโรงเรียนบ้านนายเหรียญ,ทางเข้าโรงเรียนบ้านนายเหรียญ
ทางข้ามทางเข้าโรงเรียนบ้านนายเหรียญ,บางบอน 4 ซอย 14,ทางข้ามทางเข้าโรงเรียนบ้านนายเหรียญ,บางบอน 4 ซอย 14
ห้าแยกลาดพร้าว,วิภาวดีรังสิต,ห้าแยกลาดพร้าว,วิภาวดีรังสิต
ห้าแยกลาดพร้าว,พหลไโยธิน,ห้าแยกลาดพร้าว,พหลไโยธิน
ห้าแยกลาดพร้าว,พหลโยธิน,ห้าแยกลาดพร้าว,พหลโยธิน
ปากทางลาดพร้าว,พหลโยธิน,ปากทางลาดพร้าว,พหลโยธิน
ปากทางลาดพร้าว,ลาดพร้าว,ปากทางลาดพร้าว,ลาดพร้าว
เอกมัยใต้,ทางเขช้าออ กขนส่งเอกมัย,เอกมัยใต้,ทางเขช้าออ กขนส่งเอกมัย
เอกมัยใต้,ซอยสุขุมวิท 63,เอกมัยใต้,ซอยสุขุมวิท 63
เอกมัยใต้,สุขุมวิท,เอกมัยใต้,สุขุมวิท
บางกะปิ,สุขาภิบาล 1,บางกะปิ,สุขาภิบาล 1
บางกะปิ,พ่วงศิริ,บางกะปิ,พ่วงศิริ
บางกะปิ,ลาดพร้าว,บางกะปิ,ลาดพร้าว
บางกะปิ,เสรีไทย,บางกะปิ,เสรีไทย
ศูนย์วิจัยเหนือ,พระราม 9 ซอย 26,ศูนย์วิจัยเหนือ,พระราม 9 ซอย 26
ศูนย์วิจัยเหนือ,พระราม 9 ชอย 17,ศูนย์วิจัยเหนือ,พระราม 9 ชอย 17
ศูนย์วิจัยเหนือ,ถนนพระราม 9,ศูนย์วิจัยเหนือ,ถนนพระราม 9
หน้าวัดมังกรกมลาวาส,เจริญกรุง,หน้าวัดมังกรกมลาวาส,เจริญกรุง
เสนานิคม 1 - เสนานิคม 1 ซอย 12,เสนานิคม 1 ซอย 12,เสนานิคม 1 - เสนานิคม 1 ซอย 12,เสนานิคม 1 ซอย 12
เสนานิคม 1 - เสนานิคม 1 ซอย 12,เสนานิคม 1,เสนานิคม 1 - เสนานิคม 1 ซอย 12,เสนานิคม 1
เพชรเกษม - ราชพฤกษ์,ราชพฤกษ์,เพชรเกษม - ราชพฤกษ์,ราชพฤกษ์
เพชรเกษม - ราชพฤกษ์,เพชรเกษม,เพชรเกษม - ราชพฤกษ์,เพชรเกษม
ศรีนครินทร์ 45,ศรีนครินทร์,ศรีนครินทร์ 45,ศรีนครินทร์
ศรีนครินทร์ 55,ศรีนครินทร์,ศรีนครินทร์ 55,ศรีนครินทร์
ศรีนครินทร์ 55,ซอยศรีนครินทร์ 55,ศรีนครินทร์ 55,ซอยศรีนครินทร์ 55
หน้าโรงเรียนสารสาสน์วิเทศน์นิมิตใหม่,นิมิตรใหม่,หน้าโรงเรียนสารสาสน์วิเทศน์นิมิตใหม่,นิมิตรใหม่
สุวินทวงศ์ -นิมิตใหม่,นิมิตใหม่,สุวินทวงศ์ -นิมิตใหม่,นิมิตใหม่
สุวินทวงศ์ -นิมิตใหม่,สุวินทวงศ์,สุวินทวงศ์ -นิมิตใหม่,สุวินทวงศ์
ปากซอยเจริญราษฎร์ 3,ศส 6 เจรญราษฎร,ปากซอยเจริญราษฎร์ 3,ศส 6 เจรญราษฎร
จันทน์ - เจริญราษฎร์,เจริญราษฎร์,จันทน์ - เจริญราษฎร์,เจริญราษฎร์
สุขุมวิท- พระรามที่ 4,พระรามที่ 4,สุขุมวิท- พระรามที่ 4,พระรามที่ 4
สุขุมวิท- พระรามที่ 4,สุขุมวิท,สุขุมวิท- พระรามที่ 4,สุขุมวิท
หน้าชุมชนบ้านแบบ,เจริญูราษฎร์,หน้าชุมชนบ้านแบบ,เจริญูราษฎร์
หน้าถนนศรีเวียง (ช่วงใต้ทางด่วนศรีรัช),จรูญเวียง,หน้าถนนศรีเวียง (ช่วงใต้ทางด่วนศรีรัช),จรูญเวียง
รัชดา - ลาดพร้าว,รัชดาภิเษก,รัชดา - ลาดพร้าว,รัชดาภิเษก
รัชดา - ลาดพร้าว,ลาดพราว,รัชดา - ลาดพร้าว,ลาดพราว
ประชาอุทิศ - เลียบด่วนกาญจนาภิเษก,ประชาอุทิศ,ประชาอุทิศ - เลียบด่วนกาญจนาภิเษก,ประชาอุทิศ
ประชาอุทิศ - เลียบด่วนกาญจนาภิเษก,เลียบด่วนกาญจนาภิเษก,ประชาอุทิศ - เลียบด่วนกาญจนาภิเษก,เลียบด่วนกาญจนาภิเษก
ประชาอุทิศ - เลียบด่วนกาญจนาภิเษก,ซอยประชาอุทิศ 99,ประชาอุทิศ - เลียบด่วนกาญจนาภิเษก,ซอยประชาอุทิศ 99
หมู่บ้านเศรษฐกิจ,ทางเขาหมู่บ้านเศรษฐกิจ,หมู่บ้านเศรษฐกิจ,ทางเขาหมู่บ้านเศรษฐกิจ
หน้าสถานเอกอัครราชทูตฟิลิปปินส์,สุขุมวิท,หน้าสถานเอกอัครราชทูตฟิลิปปินส์,สุขุมวิท
สามเหลียมดินแดง,ราชปรารภ,สามเหลียมดินแดง,ราชปรารภ
สามเหลียมดินแดง,ซอยอรรถวิมล,สามเหลียมดินแดง,ซอยอรรถวิมล
สามเหลียมดินแดง,ราชวิถี,สามเหลียมดินแดง,ราชวิถี
สามเหลียมดินแดง,ดินแดง,สามเหลียมดินแดง,ดินแดง
พระรามที่3 - ยานนาวา,พระรามที่ 3,พระรามที่3 - ยานนาวา,พระรามที่ 3
พระรามที่3 - ยานนาวา,ยานนาวา,พระรามที่3 - ยานนาวา,ยานนาวา
กำแพงเพชร,ซ.พหลโยธิน 18,กำแพงเพชร,ซ.พหลโยธิน 18
ด่วนเกษมราษฎร์,เกษมราษฎร์,ด่วนเกษมราษฎร์,เกษมราษฎร์
ด่วนเกษมราษฎร์,ทางขึ้น - ลงทางด่วน,ด่วนเกษมราษฎร์,ทางขึ้น - ลงทางด่วน
ซอยหัวหมาก 21 และ 23,หัวหมาก,ซอยหัวหมาก 21 และ 23,หัวหมาก
ซอยหัวหมาก 25,หัวหมาก,ซอยหัวหมาก 25,หัวหมาก
ทองหล่อ,ซอยสุขุมวิท 55 (ทองหล่อ),ทองหล่อ,ซอยสุขุมวิท 55 (ทองหล่อ)
ซอยทองหล่อ 3,ทองหล่อ,ซอยทองหล่อ 3,ทองหล่อ
ซอยทองหล่อ 13,ทองหล่อ,ซอยทองหล่อ 13,ทองหล่อ
เศรษฐกศิริ,เศรษฐศิริ,เศรษฐกศิริ,เศรษฐศิริ
เศรษฐกศิริ,เทอดดำริ,เศรษฐกศิริ,เทอดดำริ
เพชรบุรี- ทองหล่อ,ทองหล่อ,เพชรบุรี- ทองหล่อ,ทองหล่อ
เพชรบุรี- ทองหล่อ,เพชรบุรี,เพชรบุรี- ทองหล่อ,เพชรบุรี
ซอยทองหล่อ 23,ทองหล่อ,ซอยทองหล่อ 23,ทองหล่อ
ซอยทองหล่อ 25,ทองหล่อ,ซอยทองหล่อ 25,ทองหล่อ
สะพานเหลือง,ซอยพระยาดำรงค์,สะพานเหลือง,ซอยพระยาดำรงค์
อนุสาวรีย์ประชาธิปไตย,ราชดำนินกลาง,อนุสาวรีย์ประชาธิปไตย,ราชดำนินกลาง
ประชาราษฎร์บำเพ็ญ,ประชาอุทิศ,ประชาราษฎร์บำเพ็ญ,ประชาอุทิศ
ประชาราษฎร์บำเพ็ญ,ประชาราษฎร์บำเพ็ญ,ประชาราษฎร์บำเพ็ญ,ประชาราษฎร์บำเพ็ญ
หน้าหอประชุมกองทัพอากาศ,พหลโยธิน,หน้าหอประชุมกองทัพอากาศ,พหลโยธิน
หน้ากองบัญชาการกองทัพอากาศ,พหลโยธิน,หน้ากองบัญชาการกองทัพอากาศ,พหลโยธิน
หน้าคณะแพทย์ศาสตร์วชิระพยาบาล,สามเสน,หน้าคณะแพทย์ศาสตร์วชิระพยาบาล,สามเสน
บรรทัดทอง - จุฬา 12,บรรทัดทอง,บรรทัดทอง - จุฬา 12,บรรทัดทอง
บรรทัดทอง - จุฬา 12,ซอยจุฬา 12,บรรทัดทอง - จุฬา 12,ซอยจุฬา 12
รัชดาภิเษก,ซอย 20 มิถุนา,รัชดาภิเษก,ซอย 20 มิถุนา
